,Emotion,Text
4863,anger,Two years back someone invited me to be the tutor of her grand-daughter.  The grand-daughter asked me some questions in mathematics so I taught her.  However she did not listen to me and this made me feel unhappy.  The second year it was the same.  When I entered university the girl's parents suggested that I be employed as their daughters tutor.  They told me that at university  there was no homework and I would have a lot of time so they made a time-table  for me which required me to be the tutor five days a week.  They did not respect me and anyway I had another child to teach.
4864,fear,When someone tried to bewitch me and my friends at night.
4865,joy,When I was finally qualified for my profession.
4866,joy," Okay then , let ’ s go fast ! Whoa ! This thing can really accelerate fast . "
4867,fear,Making art and viewing art are different at their core!   
4868,sadness,I met again a very good friend after a year and realized that there had grown a certain distance between us.
4869,anger,He also incurred the anger of the apothecaries who were afraid of being put out of business if all their complex mixtures were swept away . 
4870,fear,"` Did you have a good day at the office ? "" she asked , hearing herself with horror . "
4871,sadness,When my cousin passed away.
4872,anger, Don't be cross !  
4873,fear,First time in anatomy.
4874,anger,Bus conductor insulted me for not buying a ticket (I forgot).
4875,sadness," Sorry , Becky can ’ t come to the phone right now . "
4876,fear,One summer when I was camping with friends they devised and elaborate plan to scare me by having our camp attcked by a wild animal (one of them) and then convincing the campground was the home of a satanic organization.
4877,joy,My day was good!
4878,joy,Relatives visiting me.
4879,sadness,When I was a Sr. in HS. one of the class counselors died of hepatitis. She was very sensitive. She knew my shyness and drew me out to improve myself image. I missed her funeral - so I could not publically grieve. My parents didn't understand.
4880,sadness,Finding out that we cannot have good references because China is poor.
4881,anger,"I want to change rooms . In fact , I want a refund for tonight ! "
4882,sadness,When my mother and father were on an excursion in Czechoslovakia and I was at a student camp and I heard over the radio about the events that were taking place there.
4883,sadness,"Departure of a very close friend - for a long stay overseas, sharing in the sorrow of her parents who were left behind."
4884,fear,To live your  in the of losing it is to lose the point of life.” — Malcolm #Forbes
4885,anger,"My mother and I had an argument over buying some clothes for me.  She did not accept the fact that I did not like the same things as her, and we ended up shouting at each other."
4886,fear,When I was chased by a big dog near my house.
4887,anger,When my mother treats me as a 10-year old boy.
4888,joy,Boy ! What a beauty ! I fall in love with her at the first sight . 
4889,sadness," Sorry , Mum , I'll lock it right away . "
4890,fear,"He listened soberly and with growing dismay to what the young bank officer from Jeddah had to say , and scanned the computer printouts across his desk with a practised eye . "
4891,joy,"Receiving close friends form abroad, whom I hadn't seen for years."
4892,fear,"Oh , God . It ’ s late . I ’ m afraid I have to leave . "
4893,neutral, See you . 
4894,anger,I had planned to go to town with my friend at 1500 hours but she went for the registration and I waited for a good 1 and a 1/2 hours.  It was vital for me to go to town but I could not as it was she who had the money.  Finally I borrowed some money from friends and we went to town.  I was really angry with my friend.
4895,neutral, Yes . 
4896,neutral, I guess so . 
4897,fear,"When I was very young and we moved as a family to Auckland from Wellington, this meant new school and friends (etc.)."
4898,fear,The assistant looked alarmed . 
4899,joy, Great . I look forward to meeting you . 
4900,joy,"Gioella 's eyes flashed with amusement as she pushed a chair towards her and said , ` Constance , what a very sophisticated dress . "
4901,anger,"I was travelling from Delhi to Bombay.  I had booked a seat one month back and I had also got a telegram confirming this.  However, in the train my name had been omitted from the reservation sheet, and the one seat that was still vacant was alloted to another person who paid for it despite my requests for the seat.  I was allowed to stay in the reserved compartment when I paid money."
4902,joy,I'm going to try sky diving this weekend . 
4903,anger,At home when they lost three pieces of my puzzle.
4904,neutral, how so ? 
4905,sadness, I'm afraid that's the best we can do . 
4906,fear,Once I was alone at home. I suddenly felt unwell and there was no one to help me and call First Aid.
4907,neutral,"Hi , Kate . "
4908,fear,"Nevertheless , the Commission 's disquiet has not prevented it from agreeing the designation . "
4909,joy,A close acquaintance cried for me. I felt happy because somebody cared.
4910,fear,When I came home late one day. I was afraid I would be shouted at by my parents.
4911,fear,"I was visiting my parents in law when the house was invaded by three strange men, and they committed an armed assault."
4912,neutral, Four ports . 
4913,neutral, I see . 
4914,fear,A workmate and I had been antagonistic with each other for some weeks - he had reacted violently to my criticisms of his work standards.
4915,neutral, Yeah ! 
4916,joy,I received an unexpected letter from a friend I had met a short time before.  He sent me a poem and wished me good luck.  I felt very happy because I had great esteem for that person.
4917,anger,"He hoped she wasn't offended , as a Times reporter . "
4918,fear,"My brother lost his temper and started smashing things in the house.  I was quite scared, that something terrible might happen, till the situation was brought under control."
4919,fear,plz dun tell to Jay
4920,joy,For about one year I had a rather bad relation with my father. Last Christmas Eve he invited me to stay with him and I was very glad about it. It was a fine evening.
4921,sadness," I'm sorry , but we usually don't do it . It is our policy . "
4922,sadness,"A friend of mine, who had repeated a year at school once before, did not pass the final examination and had to take it again half a year later."
4923,sadness,I was very sad when my first boyfriend finished our relationship.
4924,sadness,"Oh , my God ! I feel nothing is going smooth . "
4925,fear,"Nerves are all edgy tonight, been like it all day tooth posioning I expect, will have to go to dentist, putting it off 3 years  "
4926,sadness, Well . I am breaking up with Cathy . 
4927,sadness," Yes , I kept on typing it until midnight , but it is lost . "
4928,sadness,When my brother's visa for the U.S.A got cancelled.
4929,fear,People are more likely to die in hospital at the weekend? 
4930,anger," Well , now I've seen it all ! What a rip-off this place is ! "
4931,fear,I became concerned when I saw my husband becoming a different person . 
4932,fear,Getting back my Psych 140 midterm.
4933,neutral, a dozen . 
4934,anger,"When my brother got very low marks in the exams, I was very angry. I put my studies aside to help him, as every time my brother does  badly at school, my family members blame me as well. "
4935,neutral, Such as ? 
4936,joy,I met a friend I had not seen for a long time on the street.
4937,sadness," You know my father . If I fail , he'll kill me . I have to do well . "
4938,anger, I know . I still haven ’ t heard from her . The good thing is that I ’ m so angry with her that I don ’ t feel sad about not having her around . 
